month,smtp,ssh,ftp,tds,mysql,mongodb,postgresql,sftp,http
2017/11/4 3:00,0.35 ,2.06 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/4 4:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/4 8:00,0.00 ,257.55 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/4 9:00,0.00 ,219.36 ,0.00 ,0.00 ,85.84 ,0.01 ,0.00 ,0.00 ,0.00 
2017/11/4 10:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.44 
2017/11/4 11:00,0.00 ,228.93 ,400.57 ,114.47 ,0.00 ,114.47 ,171.67 ,0.00 ,60.11 
2017/11/4 12:00,0.00 ,133.53 ,0.00 ,0.00 ,0.01 ,0.00 ,0.00 ,57.24 ,27.65 
2017/11/4 13:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,44.63 
2017/11/4 14:00,0.00 ,267.09 ,0.00 ,0.00 ,28.62 ,28.62 ,457.84 ,0.00 ,91.59 
2017/11/4 15:00,0.00 ,343.34 ,0.00 ,28.62 ,200.28 ,0.00 ,0.00 ,371.95 ,68.11 
2017/11/4 16:00,0.00 ,152.60 ,143.07 ,0.00 ,57.24 ,0.00 ,0.00 ,0.00 ,141.23 
2017/11/4 17:00,0.00 ,381.51 ,0.00 ,171.68 ,228.90 ,28.62 ,0.00 ,200.29 ,65.03 
2017/11/4 18:00,0.00 ,95.39 ,0.00 ,0.00 ,0.00 ,228.89 ,0.00 ,0.02 ,90.16 
2017/11/4 19:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,23.08 
2017/11/4 20:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/4 21:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/5 2:00,0.03 ,0.05 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/5 8:00,0.00 ,0.01 ,171.68 ,0.00 ,0.00 ,0.00 ,85.84 ,314.75 ,0.00 
2017/11/5 9:00,0.00 ,114.48 ,171.68 ,228.93 ,257.52 ,114.46 ,257.53 ,257.52 ,45.53 
2017/11/5 10:00,0.01 ,152.60 ,0.00 ,0.00 ,171.67 ,0.00 ,0.00 ,0.00 ,211.26 
2017/11/5 11:00,0.01 ,1440.22 ,0.01 ,114.45 ,972.85 ,515.00 ,286.13 ,228.95 ,492.02 
2017/11/5 12:00,0.00 ,114.47 ,0.01 ,85.85 ,0.02 ,0.00 ,0.00 ,0.00 ,400.77 
2017/11/5 13:00,0.00 ,0.01 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,217.76 
2017/11/5 14:00,0.00 ,324.33 ,0.00 ,0.00 ,371.96 ,0.00 ,114.48 ,228.90 ,306.90 
2017/11/5 15:00,0.00 ,944.22 ,171.66 ,57.23 ,0.01 ,0.00 ,0.02 ,0.00 ,290.12 
2017/11/5 16:00,0.00 ,572.27 ,114.45 ,0.02 ,343.35 ,0.00 ,343.34 ,228.91 ,381.84 
2017/11/5 17:00,0.00 ,839.29 ,0.00 ,572.23 ,0.02 ,228.91 ,0.01 ,0.00 ,448.24 
2017/11/5 18:00,0.00 ,438.76 ,371.97 ,228.89 ,371.95 ,0.00 ,257.55 ,57.23 ,244.59 
2017/11/5 19:00,0.00 ,209.82 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,228.90 ,223.09 
2017/11/5 20:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,60.99 
2017/11/5 21:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,8.43 
2017/11/6 2:00,0.03 ,0.05 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/6 7:00,0.00 ,1030.07 ,371.98 ,0.01 ,0.04 ,257.51 ,715.34 ,171.68 ,0.00 
2017/11/6 8:00,0.00 ,8889.23 ,1917.08 ,1402.14 ,2060.15 ,2231.91 ,2632.41 ,2918.48 ,0.00 
2017/11/6 9:00,0.02 ,14736.00 ,4921.67 ,3576.81 ,2976.04 ,4578.01 ,4835.80 ,3948.63 ,148.04 
2017/11/6 10:00,0.11 ,2165.08 ,944.21 ,372.04 ,457.82 ,543.67 ,257.52 ,543.65 ,2800.66 
2017/11/6 11:00,0.09 ,26410.48 ,6495.33 ,5980.43 ,6209.25 ,6638.39 ,7754.24 ,6237.89 ,11618.97 
2017/11/6 12:00,0.04 ,13801.22 ,3748.40 ,2661.06 ,2775.62 ,4120.41 ,2975.92 ,1917.28 ,8460.04 
2017/11/6 13:00,0.01 ,3920.12 ,543.64 ,1259.00 ,1487.90 ,1115.90 ,972.80 ,829.82 ,4081.58 
2017/11/6 14:00,0.03 ,15155.49 ,5007.34 ,2632.51 ,5207.46 ,4320.64 ,3176.17 ,3805.61 ,6467.83 
2017/11/6 15:00,0.04 ,13524.53 ,3633.93 ,4549.51 ,2203.26 ,2775.54 ,3347.81 ,3376.37 ,6573.33 
2017/11/6 16:00,0.04 ,18369.85 ,2031.64 ,4349.16 ,5579.56 ,2489.49 ,5436.49 ,5236.22 ,5927.08 
2017/11/6 17:00,0.03 ,13562.82 ,4406.43 ,3319.25 ,3576.74 ,3176.13 ,4463.71 ,4635.35 ,6466.51 
2017/11/6 18:00,0.02 ,12981.03 ,3633.91 ,2718.39 ,3548.14 ,2861.47 ,3147.56 ,4721.18 ,5763.67 
2017/11/6 19:00,0.02 ,8269.29 ,2889.93 ,1659.66 ,1287.72 ,2031.57 ,1659.60 ,2460.85 ,3161.29 
2017/11/6 20:00,0.01 ,2174.73 ,1287.60 ,1258.96 ,1087.30 ,1230.38 ,400.58 ,85.92 ,1395.02 
2017/11/6 21:00,0.00 ,581.81 ,171.70 ,371.97 ,343.37 ,143.11 ,0.02 ,286.13 ,343.93 
2017/11/6 22:00,0.00 ,247.99 ,0.00 ,286.12 ,143.08 ,228.89 ,0.02 ,0.00 ,91.00 
2017/11/7 2:00,0.03 ,0.02 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/7 3:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/7 4:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/7 7:00,0.00 ,1058.73 ,228.91 ,314.75 ,114.48 ,200.30 ,257.52 ,0.02 ,0.00 
2017/11/7 8:00,0.00 ,6676.57 ,1545.24 ,2117.40 ,1716.80 ,1888.54 ,1087.42 ,2689.69 ,0.00 
2017/11/7 9:00,0.02 ,15432.27 ,3176.22 ,2832.91 ,3576.88 ,4835.69 ,3004.54 ,2146.25 ,177.93 
2017/11/7 10:00,0.11 ,2575.16 ,200.30 ,343.41 ,572.23 ,286.15 ,171.69 ,0.04 ,2824.47 
2017/11/7 11:00,0.09 ,27488.25 ,5579.80 ,7096.15 ,9013.31 ,7181.98 ,7811.45 ,5150.56 ,11759.12 
2017/11/7 12:00,0.04 ,12971.58 ,2575.25 ,4349.24 ,4406.51 ,4263.41 ,3548.09 ,2746.95 ,9332.21 
2017/11/7 13:00,0.01 ,2975.80 ,429.22 ,801.16 ,515.06 ,686.71 ,629.52 ,1802.57 ,4160.74 
2017/11/7 14:00,0.04 ,15832.97 ,3118.98 ,4663.95 ,3490.84 ,3261.95 ,3033.03 ,5407.84 ,6457.81 
2017/11/7 15:00,0.03 ,15708.65 ,2231.95 ,3919.95 ,4435.10 ,3977.26 ,3719.67 ,4864.19 ,6616.95 
2017/11/7 16:00,0.04 ,14574.07 ,2918.60 ,4778.44 ,4005.85 ,5007.29 ,4406.46 ,2117.53 ,6372.09 
2017/11/7 17:00,0.04 ,15584.84 ,4549.49 ,1917.18 ,3519.49 ,4664.06 ,3834.21 ,5407.77 ,5952.01 
2017/11/7 18:00,0.03 ,16691.04 ,2460.85 ,3719.80 ,2747.02 ,4721.24 ,3633.89 ,2947.29 ,4705.92 
2017/11/7 19:00,0.01 ,5474.81 ,1316.27 ,1144.55 ,1287.65 ,3233.32 ,629.57 ,1716.81 ,3150.11 
2017/11/7 20:00,0.01 ,4854.70 ,801.17 ,1459.28 ,200.39 ,1144.60 ,772.56 ,1316.22 ,1321.56 
2017/11/7 21:00,0.00 ,734.41 ,114.46 ,600.84 ,85.87 ,486.43 ,686.70 ,0.00 ,439.15 
2017/11/7 22:00,0.00 ,152.60 ,0.00 ,0.01 ,0.01 ,0.00 ,0.00 ,0.00 ,27.53 
2017/11/8 2:00,0.03 ,0.03 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/8 3:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/8 4:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/8 7:00,0.00 ,639.06 ,114.48 ,0.02 ,371.95 ,400.58 ,400.57 ,143.08 ,0.00 
2017/11/8 8:00,0.00 ,7334.75 ,1259.09 ,1659.62 ,1831.29 ,2060.22 ,2918.51 ,1745.43 ,0.00 
2017/11/8 9:00,0.02 ,16414.72 ,4177.76 ,4663.96 ,3204.80 ,3662.58 ,2260.62 ,4263.59 ,248.37 
2017/11/8 10:00,0.11 ,1344.87 ,343.36 ,686.70 ,228.92 ,715.36 ,200.30 ,85.85 ,2676.81 
2017/11/8 11:00,0.09 ,29424.24 ,6352.13 ,7954.59 ,6895.86 ,6638.38 ,7325.05 ,5436.72 ,11001.20 
2017/11/8 12:00,0.05 ,14736.03 ,5722.70 ,3004.50 ,2518.23 ,4635.31 ,4807.05 ,4120.34 ,8594.48 
2017/11/8 13:00,0.01 ,3700.81 ,2288.99 ,1831.21 ,1144.53 ,1230.39 ,1144.52 ,343.40 ,4593.88 
2017/11/8 14:00,0.04 ,17701.95 ,4864.21 ,4520.93 ,3834.32 ,6895.66 ,2289.08 ,3090.24 ,6797.62 
2017/11/8 15:00,0.04 ,12599.68 ,2975.83 ,4806.94 ,2804.26 ,3977.24 ,2775.54 ,1945.78 ,6806.40 
2017/11/8 16:00,0.03 ,15689.55 ,3319.11 ,3719.73 ,2689.80 ,4635.35 ,2804.13 ,3605.30 ,6923.88 
2017/11/8 17:00,0.04 ,13896.84 ,3834.31 ,3948.66 ,4034.55 ,2975.94 ,2746.95 ,2947.25 ,6623.62 
2017/11/8 18:00,0.03 ,11998.47 ,1802.65 ,2489.57 ,2146.08 ,2975.92 ,3033.14 ,3862.82 ,5911.27 
2017/11/8 19:00,0.01 ,5551.07 ,2203.24 ,1659.61 ,2260.45 ,972.88 ,1716.80 ,1344.87 ,2929.04 
2017/11/8 20:00,0.00 ,2851.83 ,1573.70 ,1230.33 ,200.33 ,658.09 ,829.78 ,257.54 ,1258.88 
2017/11/8 21:00,0.00 ,686.70 ,257.57 ,0.02 ,0.02 ,200.31 ,0.01 ,0.04 ,461.16 
2017/11/8 22:00,0.00 ,171.71 ,0.00 ,0.00 ,0.01 ,0.00 ,0.00 ,114.46 ,97.22 
2017/11/9 2:00,0.03 ,0.04 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/9 3:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/9 4:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/9 7:00,0.00 ,476.86 ,515.01 ,457.81 ,0.01 ,371.97 ,0.02 ,228.91 ,0.00 
2017/11/9 8:00,0.00 ,7620.68 ,1259.09 ,1144.61 ,1602.42 ,1287.64 ,2031.63 ,1287.68 ,0.00 
2017/11/9 9:00,0.02 ,19018.35 ,4864.23 ,4292.08 ,3233.50 ,4177.66 ,4435.24 ,5322.12 ,210.11 
2017/11/9 10:00,0.11 ,2222.28 ,343.35 ,114.45 ,944.23 ,286.16 ,371.99 ,286.15 ,2941.36 
2017/11/9 11:00,0.10 ,30235.03 ,9470.95 ,6609.66 ,6323.62 ,8469.54 ,7839.99 ,5207.80 ,10998.73 
2017/11/9 12:00,0.04 ,13963.39 ,3319.16 ,3176.19 ,4177.51 ,4835.66 ,5522.30 ,2632.48 ,8692.41 
2017/11/9 13:00,0.01 ,3424.06 ,686.68 ,1258.94 ,629.53 ,772.60 ,515.06 ,2002.85 ,3887.23 
2017/11/9 14:00,0.04 ,14001.42 ,4206.12 ,4549.41 ,3576.70 ,2632.55 ,3891.34 ,3290.56 ,6896.65 
2017/11/9 15:00,0.03 ,13419.87 ,3633.87 ,4492.38 ,2718.34 ,4148.87 ,2775.58 ,4492.19 ,6448.37 
2017/11/9 16:00,0.03 ,16319.04 ,3576.81 ,3691.16 ,4606.81 ,2689.83 ,2374.99 ,4520.93 ,6609.08 
2017/11/9 17:00,0.04 ,12799.70 ,5035.93 ,3319.24 ,4520.79 ,4606.80 ,1945.94 ,2746.95 ,5979.52 
2017/11/9 18:00,0.02 ,12780.57 ,3633.93 ,2661.06 ,3576.59 ,2775.51 ,3805.62 ,3691.21 ,5203.08 
2017/11/9 19:00,0.01 ,8565.10 ,1373.47 ,2432.22 ,1631.03 ,915.71 ,2603.85 ,2088.80 ,2668.60 
2017/11/9 20:00,0.01 ,4377.78 ,200.36 ,457.86 ,1945.72 ,600.89 ,257.57 ,686.69 ,1308.51 
2017/11/9 21:00,0.00 ,1449.81 ,543.63 ,314.74 ,543.65 ,228.94 ,85.87 ,0.02 ,566.03 
2017/11/9 22:00,0.00 ,76.35 ,228.89 ,0.01 ,228.93 ,0.00 ,286.16 ,0.00 ,46.65 
2017/11/9 23:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,114.45 ,0.01 ,0.85 
2017/11/10 2:00,0.03 ,0.04 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/10 3:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/10 4:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/10 7:00,0.00 ,1192.25 ,143.10 ,371.96 ,57.22 ,143.06 ,457.82 ,600.86 ,0.00 
2017/11/10 8:00,0.00 ,7592.07 ,1144.61 ,1917.13 ,1001.54 ,1859.91 ,887.05 ,2203.24 ,0.00 
2017/11/10 9:00,0.02 ,15937.75 ,5150.40 ,4177.61 ,3805.71 ,2975.95 ,2918.64 ,5808.49 ,213.63 
2017/11/10 10:00,0.10 ,2908.95 ,515.04 ,915.61 ,486.46 ,486.43 ,972.92 ,543.65 ,2789.47 
2017/11/10 11:00,0.09 ,28661.03 ,6466.75 ,7296.42 ,8011.71 ,4893.14 ,6552.61 ,5293.59 ,11180.24 
2017/11/10 12:00,0.04 ,14736.03 ,3061.67 ,3519.52 ,3519.58 ,3233.39 ,4234.85 ,3262.06 ,8720.01 
2017/11/10 13:00,0.01 ,4110.79 ,743.92 ,515.08 ,1745.38 ,1974.22 ,944.23 ,1402.03 ,4221.98 
2017/11/10 14:00,0.04 ,16157.04 ,2460.85 ,4349.11 ,3605.24 ,3805.51 ,3519.46 ,2689.74 ,6524.36 
2017/11/10 15:00,0.04 ,17244.37 ,3748.43 ,3548.15 ,3405.02 ,5579.63 ,5951.51 ,1860.02 ,5836.37 
2017/11/10 16:00,0.03 ,14220.97 ,3576.71 ,3290.59 ,3748.33 ,5923.03 ,5779.79 ,2174.86 ,5642.11 
2017/11/10 17:00,0.03 ,12561.44 ,2432.30 ,5121.75 ,3548.08 ,2775.57 ,2947.25 ,2861.37 ,5934.76 
2017/11/10 18:00,0.02 ,14688.11 ,4091.80 ,2775.60 ,2317.74 ,4377.88 ,5064.60 ,2088.95 ,4890.99 
2017/11/10 19:00,0.02 ,7773.37 ,2117.37 ,2260.51 ,1058.73 ,2575.25 ,1745.37 ,2689.71 ,2755.57 
2017/11/10 20:00,0.00 ,5074.17 ,1201.80 ,1974.29 ,1917.04 ,1001.49 ,314.79 ,1287.64 ,1592.41 
2017/11/10 21:00,0.00 ,524.59 ,57.23 ,0.00 ,0.00 ,658.10 ,600.85 ,343.38 ,489.39 
2017/11/10 22:00,0.00 ,343.38 ,0.00 ,0.00 ,543.63 ,0.00 ,0.02 ,171.68 ,72.53 
2017/11/10 23:00,0.00 ,76.30 ,572.22 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,33.17 
2017/11/11 3:00,0.37 ,1.76 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/11 4:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/11 7:00,0.00 ,143.09 ,0.00 ,0.00 ,0.00 ,171.68 ,0.00 ,0.00 ,0.00 
2017/11/11 8:00,0.00 ,696.28 ,114.48 ,343.36 ,228.89 ,171.68 ,114.45 ,57.23 ,0.00 
2017/11/11 9:00,0.00 ,877.47 ,715.31 ,0.01 ,114.48 ,572.29 ,200.31 ,28.61 ,0.00 
2017/11/11 10:00,0.00 ,257.51 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,172.83 
2017/11/11 11:00,0.00 ,3395.46 ,572.26 ,0.00 ,0.05 ,1030.05 ,257.55 ,743.96 ,360.13 
2017/11/11 12:00,0.00 ,953.80 ,143.06 ,429.21 ,57.25 ,85.85 ,114.47 ,0.01 ,501.72 
2017/11/11 13:00,0.00 ,190.77 ,0.00 ,0.02 ,0.00 ,171.67 ,0.00 ,57.23 ,165.41 
2017/11/11 14:00,0.00 ,600.94 ,171.67 ,743.95 ,57.25 ,0.00 ,829.77 ,200.31 ,451.05 
2017/11/11 15:00,0.00 ,1163.61 ,400.57 ,200.28 ,228.93 ,486.40 ,143.09 ,57.25 ,399.33 
2017/11/11 16:00,0.00 ,1373.50 ,0.01 ,686.74 ,0.03 ,28.63 ,600.85 ,85.86 ,357.01 
2017/11/11 17:00,0.00 ,362.46 ,228.91 ,200.29 ,400.58 ,228.90 ,314.73 ,314.77 ,281.42 
2017/11/11 18:00,0.00 ,1125.41 ,143.06 ,457.78 ,0.01 ,85.84 ,429.17 ,114.46 ,251.03 
2017/11/11 19:00,0.00 ,228.90 ,400.58 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,53.09 
2017/11/11 20:00,0.00 ,305.21 ,0.00 ,0.00 ,0.00 ,400.58 ,0.00 ,0.00 ,45.99 
2017/11/11 21:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,20.22 
2017/11/12 2:00,0.03 ,0.04 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/12 9:00,0.00 ,515.07 ,57.25 ,85.84 ,228.90 ,0.00 ,0.02 ,0.03 ,35.59 
2017/11/12 10:00,0.01 ,0.00 ,0.01 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,337.77 
2017/11/12 11:00,0.01 ,1115.92 ,429.20 ,400.59 ,0.02 ,429.22 ,400.59 ,0.03 ,764.94 
2017/11/12 12:00,0.00 ,286.15 ,400.57 ,257.51 ,228.90 ,0.01 ,0.00 ,0.01 ,576.75 
2017/11/12 13:00,0.00 ,562.71 ,0.00 ,0.00 ,0.00 ,0.00 ,0.01 ,143.07 ,261.56 
2017/11/12 14:00,0.00 ,553.21 ,0.00 ,0.00 ,600.86 ,171.69 ,57.26 ,0.01 ,295.88 
2017/11/12 15:00,0.00 ,1335.25 ,0.00 ,228.91 ,0.01 ,0.00 ,200.30 ,429.18 ,514.94 
